[00:01:31]: [Myth-Viet-Scanner] ===== BẮT ĐẦU SCAN =====	
[00:01:32]: [Myth-Viet-Scanner] ----- CHINESE (6281) -----	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.MINISIGN.UNDRAWN = 妾身应该在那上面画些东西。	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTH_RENWUMIAOSHU.PG.7 = Character-specific weapon. Pigsy does farm work with his Nine-nail Rake. Right-click to till farm plots on the ground for seeds. Right-click the rake while holding it, to block all incoming damage for a while, draining hunger.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.BEEBOX.READY = Honey honey, sweet honey~	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTH_RENWUMIAOSHU.PG.4 = Pigsy is not picky about food, except meats. Weak and slow when he starves.He could use 3 cutgrass to set a disposable hay-bed from Survive Tab.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTH_RENWUMIAOSHU.PG.6 = Pigsy is always the most annoying and mocking of all. His targets will prioritize to attack him among others, and their hostility won’t be distracted easily.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTH_RENWUMIAOSHU.PG.3 = Pigsy is good at farm work. Picks things faster when empty-handed. He also gains sanity when fertilizing plants. But his crafting speed is slower.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTH_RENWUMIAOSHU.PG.2 = Pigsy is a pigman, a relative to other pigmen. They never reject food from Pigsy and even would help him when he’s in danger. The Pig King sometimes would give Pigsy extra gold nuggets.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.SPORE_MEDIUM.HELD = Now these floating fluffs are mine!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTH_RENWUMIAOSHU.PG.1 = Pigsy was exiled from God’s world for harassing Chang’e, a goddess on the moon. He could be resurrected only by haunting a pighouse or the amulet.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTH_RENWUMIAOSHU.NZ.6 = The Red Damask is Nezha’s defensive talisman. Absorbs damage completely for 10 times, and can be mended with Lotus Flowers. Increases speed slightly.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.TELESTAFF = Makes my head feel empty.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTH_RENWUMIAOSHU.NZ.1 = Nezha is a divine Orb’s afterlife, a sacred child of little fear.Monsters’ sanity drain aura is halved on Nezha.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.CARRAT.GENERIC = What is this?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTH_RENWUMIAOSHU.YJ.2 = An alway loyal dog. YJ right-clicks himself with empty hands to summon it or to have it stay where it is. Wheeze would go around and loot rabbits and anything YJ lets it smell.Wheeze needs feeding. YJ loses 50 maximum sanity when Wheeze dies. Can be resurrected by triggering Tooth Necklace with resurrection items.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.ANTLIONTRINKET = Okay...I know somebody that definitely likes you.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTH_RENWUMIAOSHU.YU.4 = Costs a petal to summon a moon moth. It will exist for only 5 seconds, and show you the direction of the Moon Palace. Can’t be captured.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MADAMEWEB.ANNOUNCE_NORMALTOMIGHTY = only_used_by_wolfang	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.PUMPKIN = A large piece of sweet dessert.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTH_RENWUMIAOSHU.YU.3 = Yutu is a fairy Jade Hare. Vegetarian. Not much afraid of dusk and night.As a fairy hare, Yutu is a friend of all rabbits. Rabbits won’t run from her, and are willing stay in her pockets to make her happy. Yutu would never hurt rabbits, and any dead rabbits nearby makes her sad. Yutu likes carrot-related food.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.FISH_BOX = And you just put them here? How dare!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTH_RENWUMIAOSHU.YU.2 = Yutu has a job as a pounder. Has a character-specific Jade Pestle. Can use “Pounding” at Myth Tab, to create 2 distinct slots for medicine ingredients. Pounded powder affects nearby players after 3 seconds. Works only with fresh herbs or rare materials.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.USE_MYTH_DRINK = 喝	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MONKEY_KING.DESCRIBE.BANANAPOP = 'Nonos!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.WORM.DIRT = Pile of soil.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.WHITE_BONE.ANNOUNCE_WENDY_BABYSITTER_SET = only_used_by_wendy	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.BEEBOX.NOHONEY = Ah, no hoeny left.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.PIGSY.ACTIONFAIL.MUTATE.NONEWMOON = only_used_by_wendy	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.ANNOUNCE_SISTURN_FULL_BLOSSOM = only_used_by_wendy	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.PIGHOUSE.LIGHTSOUT = Save place.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MADAMEWEB.ANNOUNCE_CANTBUILDHERE_HOUSE = only_used_by_wurt	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.ENDTABLE.WILTED = At least a fishbowl won't wither like this flower does.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.BATTLECRY.SPIDER = Grrrrar!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.RARITY.WHITE_BONE_OPERA = Tinh Hoa	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MOONGLASSAXE = Surprisingly handy when chopping.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.PIGSY.DESCRIBE.WX78MODULE_RADAR = Hey WX, when are you gonna install a flamethrower?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CONTROLSSCREEN.INPUTS.5.9 = 	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.DRAGONFLY = Do your big eyes have medicinal value?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.DESCRIBE.YOT_CATCOONSHRINE.BURNT = Heh.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.DESCRIBE.ICESTAFF = Booooring.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.GOLDENAXE = Gold is more durable.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.DESCRIBE.TREECLUMP = Mooooooooooooove.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.FEATHER_CANARY = Yellow birds' feather.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHCEHAOGANDU.6.GENERIC = Sending too much benevolence here isn't really necessay...	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.HOMESIGN.BURNT = Hahaha, yesss!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.QUAGMIRE_SUGARWOODTREE.TAPPED_EMPTY = Ouch...nothing left.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.GRASS.WITHERED = It's vehemently sweating!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.DESCRIBE.RET_SLURPERBAG = My pockets deserve better.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.STAFF_TORNADO = Can turn the wind up!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.PIGSY.DESCRIBE.LOBSTERDINNER = Yummmmmmmm!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.DESCRIBE.WINONA_TELEPORT_PAD_ITEM.BURNING = Hehehe!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.DESCRIBE.BISHOP_NIGHTMARE = Ahhh!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.FURTUFT = A strange smell.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.GRASS.BURNING = Are you ok there?!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.DESCRIBE.WX78MODULE_RADAR = Hey WX, when are you gonna install a flamethrower?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.DESCRIBE.WX78MODULE_LIGHT2 = Hey WX, when are you gonna install a flamethrower?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.FESTIVALEVENTSCREEN.TITLE.LAVAARENA = The Forge	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.WORTOX_SOUL = only_used_by_wortox	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.DESCRIBE.WX78_INVENTORYCONTAINER.HELD = only_used_by_wx78	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CONTROLSSCREEN.INPUTS.12.7 = 	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MOONBASE.GENERIC = It leads the power of the moon.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CONTROLSSCREEN.INPUTS.1.260 = Num 4	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.DESCRIBE.DEERCLOPS = Holy crap!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.DESCRIBE.QUAGMIRE_CASSEROLEDISH = Fancy.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.DRAGONFLYFURNACE.HAMMERED = I got it broken...	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.DESCRIBE.WALRUS_TUSK = Nom Nom Nom.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.DESCRIBE.BOOK_TEMPERATURE = Yaawww.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.SPORE_SMALL.HELD = Now these floating fluffs are mine!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.COMPASS.NW = North_West.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.SALTLICK = What do you mean by"Designed only for beefalos"?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.TABLE_WINTERS_FEAST.BURNT = Oh...feast over?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.DESCRIBE.WINONA_SPOTLIGHT.BURNING = Hehehe!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.DESCRIBE.KILLERBEE.HELD = Buzz!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.DESCRIBE.ICE = Chilly.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.DESCRIBE.ARMORSLURPER = Oh, ick! Ick! Ick! Ick! Eeeeeewwwwww!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.ACTIONFAIL.SHAVE.REFUSE = only_used_by_woodie	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.DESCRIBE.CAVE_BANANA_COOKED = Yum!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MOLEHILL = Mole's home.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.WARDROBESCREEN.HAND = Tay	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.DESCRIBE.SANDBLOCK = Buuurn!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.ANNOUNCE_SISTURN_FULL_EVIL = only_used_by_wendy	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.WENDY_SKILLTREE_EASTEREGG = only_used_by_wendy	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.ACTIONFAIL.LOWER_SAIL_FAIL.3 = U-u-u-u-u.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.ACTIONFAIL.MUTATE.CAVE = only_used_by_wendy	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CONTROLSSCREEN.INPUTS.13.13 = 	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.ACTIONFAIL.MUTATE.NOFULLMOON = only_used_by_wendy	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.ACTIONFAIL.MUTATE.NOGHOST = only_used_by_wendy	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.ANNOUNCE_DETACH_BUFF_ELECTRICATTACK = Aaaa~	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.ACTIONFAIL.APPLYELIXIR.NO_ELIXIRABLE = only_used_by_wendy	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.WHITE_BONE.DESCRIBE.WX78MODULE_SHIELDING = Hey WX, when are you gonna install a flamethrower?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.ANNOUNCE_LIGHTFIRE.1 = Hi hi!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.GHOSTLYELIXIR_SLOWREGEN = I wanna try to refine some of that potion.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.BERRIES_COOKED = Even sweeter when it's cooked.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CONTROLSSCREEN.INPUTS.13.2 = 	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.ANNOUNCE_NO_ABIGAIL_FLOWER = only_used_by_wendy	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MOONROCK_PIECES = What! Moon Palace?!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.ASPARAGUS_COOKED = Hot snack stick.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.ANNOUNCE_ROYALTY.3 = Are you from the Fairy Tale?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.ATRIUM_RUBBLE.LINE_1 = A story-telling picture~	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.QUAGMIRE_MUSHROOMSTUMP.PICKED = No...mushroom?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.ANNOUNCE_CARRAT_ERROR_WRONG_WAY.1 = Hey! That way! There!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.GLASSBLOCK = Looks brittle.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.TOMATO_SEEDS = Can offer more tomatoes!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.ANNOUNCE_ENCUMBERED.6 = (Groaning)	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MULTIPLAYER_PORTAL = Hope twines with despair, breeds florid roses!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.ANNOUNCE_ENCUMBERED.5 = Not...willing...	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.ANNOUNCE_ENCUMBERED.2 = Exhausted...	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.ONEMANBAND = Dong! Dong! Chang!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.ANNOUNCE_CARRAT_START_RACE = Xung phong! Xung phong! Xung phong!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CONSOLESCREEN.REMOTEEXECUTE = Remote:	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.ANNOUNCE_EAT.GENERIC = Ngon~!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.GENERIC.DESCRIBE.BONE_WAND = It smells grim!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CONTROLSSCREEN.INPUTS.3.9 = (+Y Axis)	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.INSANITYROCK.INACTIVE = Rock with tricks.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.POLISHCOOKIE = Nice nice fruit pockets.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MARSH_PLANT = Quagmire plantation.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.TURF_CHECKERFLOOR = A piece of checkered ground.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MALBATROSS_BEAK = Shriek! Shriek! Hee-hee.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.TURF_ROCKY = A piece of the ground.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CONTROLSSCREEN.INPUTS.3.13 = (+X Rotation)	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.QUAGMIRE_SWAMPIGELDER.SLEEPING = Asleep?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.OCEANFISH_MEDIUM_3 = With a stingy crown on the head.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.CACTUS_MEAT_COOKED = Now it's good to eat!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.CACTUS_MEAT = Ouch! Still so many spikes!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.WINTERSFEASTOVEN.ALMOST_DONE_COOKING = Now? Can I do it? Can I eat now? Can...	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.POND = Splash!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MADAMEWEB.1.1 = only_used_by_willow	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.CARTOGRAPHYDESK.BURNING = My way to future is on fire...	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.BLUE_CAP_COOKED = Now it smells so different.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.CHESSPIECE_MUSE = Scary lady...	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.LOST_TOY_11 = Ha? Why can't I pick it?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.COOKEDMONSTERMEAT = I don't want to embarrass	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.GNARWAIL_HORN = Haha! Now it's mine!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.OASISLAKE.GENERIC = Water! Water!! Water!!!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.FEATHERFAN = From what birds does this fan come?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MALBATROSS_FEATHERED_WEAVE = Made of birds!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.OCEANFISH_MEDIUM_4 = Could you be my new pet?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MOON_ALTAR_ROCK_IDOL = Hello?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.FOSSIL_STALKER.GENERIC = Need a few more creepy bones.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.ANCHOR_ITEM = Tool that anchors the boat.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.CHESSPIECE_PAWN = The smallest of them all!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CONTROLSSCREEN.INPUTS.1.302 = Scroll Lock	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.ARMORMARBLE = This is really weighty.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.NIGHTSWORD = I feel nightmares entered my body through my hand!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CONTROLSSCREEN.INPUTS.1.262 = Num 6	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.BUNDLE = For later use.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.WHITE_BONE.ACTIONFAIL.APPLYELIXIR.NO_ELIXIRABLE = only_used_by_wendy	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.WURT.GENERIC = Hello, little merm!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.STALKER_MINION = A creepy guy.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.GEARS = The organs of metal men.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.PIGTENT = How could pigs fit in that?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.TRAP_TEETH = Looks bit horrible!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHCEHAOGANDU.7.WHITE_BONE = Do a daily good thing, reflect on your daily faults, and no misfortune shall take place.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.GARLIC_COOKED = A snack that both stinks and spices.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.GENERIC.DESCRIBE.LOTUS_SEEDS_COOKED = Soft ricy sweet and scented, warms my inside and makes me contented.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.COONTAIL = I miss playing with you...	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.YANGJIAN.ACTIONFAIL.LOWER_SAIL_FAIL.3 = U-u-u-u-u.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.LITTLE_WALRUS = Hello there! Wanna play with me?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.TENT.GENERIC = Take a sleeeep...zzz...	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.LOG.BURNING = Camp fire? Too small, isn't it?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.CHESTER_EYEBONE.WAITING = No! Wake up! It's all my fault...	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.LUCY = Are you friend of Mr. Chopper?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.TRINKET_13 = Strange madam.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.WALRUS_CAMP.GENERIC = Though a house made of ice, still warm inside.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.OCEANFISHINGLURE_SPOON_BLUE = This won't hurt the fish, right?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.SCULPTURE_BISHOPBODY.READY = Ha???	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.SCULPTURE_BISHOPBODY.UNCOVERED = Ah! It lost its head!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.ORANGEMOONEYE = A warm contemplation.	
